"","...1","accuracy","seed","algorithm","dataset","task","SD"
"2374",3,95.9123013347306,3,"mean_shifted_laplace","cifar","image",3
"2375",4,99.6284125518503,4,"mean_shifted_laplace","cifar","image",3
"2376",5,99.5418270237701,5,"mean_shifted_laplace","cifar","image",3
"2377",6,97.7823333534971,6,"mean_shifted_laplace","cifar","image",3
"2378",7,95.2701393575164,7,"mean_shifted_laplace","cifar","image",3
"2379",8,98.9488749421279,8,"mean_shifted_laplace","cifar","image",3
"2380",9,98.4324079482182,9,"mean_shifted_laplace","cifar","image",3
"2381",0,100,0,"poissonmbo_old","cifar","image",3
"2382",1,100,1,"poissonmbo_old","cifar","image",3
"2383",2,96.4399011332333,2,"poissonmbo_old","cifar","image",3
"2384",3,100,3,"poissonmbo_old","cifar","image",3
"2385",4,100,4,"poissonmbo_old","cifar","image",3
"2386",5,97.3906049602895,5,"poissonmbo_old","cifar","image",3
"2387",6,100,6,"poissonmbo_old","cifar","image",3
"2388",7,99.8414057318546,7,"poissonmbo_old","cifar","image",3
"2389",8,98.8542581427588,8,"poissonmbo_old","cifar","image",3
"2390",9,100,9,"poissonmbo_old","cifar","image",3
"2391",0,100,0,"poissonmbobalanced","cifar","image",3
"2392",1,100,1,"poissonmbobalanced","cifar","image",3
"2393",2,100,2,"poissonmbobalanced","cifar","image",3
"2394",3,100,3,"poissonmbobalanced","cifar","image",3
"2395",4,92.3909333865639,4,"poissonmbobalanced","cifar","image",3
"2396",5,97.5222505036917,5,"poissonmbobalanced","cifar","image",3
"2397",6,100,6,"poissonmbobalanced","cifar","image",3
"2398",7,99.8040835728039,7,"poissonmbobalanced","cifar","image",3
"2399",8,95.5276136623137,8,"poissonmbobalanced","cifar","image",3
"2400",9,100,9,"poissonmbobalanced","cifar","image",3
"2401",0,99.5836382440428,0,"poisson2","cifar","image",3
"2402",1,96.7322145286971,1,"poisson2","cifar","image",3
"2403",2,99.0464994177652,2,"poisson2","cifar","image",3
"2404",3,100,3,"poisson2","cifar","image",3
"2405",4,100,4,"poisson2","cifar","image",3
"2406",5,97.8471818374042,5,"poisson2","cifar","image",3
"2407",6,97.6136743408283,6,"poisson2","cifar","image",3
"2408",7,100,7,"poisson2","cifar","image",3
"2409",8,100,8,"poisson2","cifar","image",3
"2410",9,97.6903604109403,9,"poisson2","cifar","image",3
"2411",0,100,0,"poisson","cifar","image",3
"2412",1,100,1,"poisson","cifar","image",3
"2413",2,100,2,"poisson","cifar","image",3
"2414",3,97.8864309249159,3,"poisson","cifar","image",3
"2415",4,100,4,"poisson","cifar","image",3
"2416",5,99.4840572210735,5,"poisson","cifar","image",3
"2417",6,100,6,"poisson","cifar","image",3
"2418",7,100,7,"poisson","cifar","image",3
"2419",8,100,8,"poisson","cifar","image",3
"2420",9,99.7457711679629,9,"poisson","cifar","image",3
"2421",0,95.2996636702631,0,"poissonbalanced","cifar","image",3
"2422",1,99.5452585792988,1,"poissonbalanced","cifar","image",3
"2423",2,100,2,"poissonbalanced","cifar","image",3
"2424",3,99.4500120887806,3,"poissonbalanced","cifar","image",3
"2425",4,100,4,"poissonbalanced","cifar","image",3
"2426",5,98.9770142740953,5,"poissonbalanced","cifar","image",3
"2427",6,99.7727449275994,6,"poissonbalanced","cifar","image",3
"2428",7,100,7,"poissonbalanced","cifar","image",3
"2429",8,100,8,"poissonbalanced","cifar","image",3
"2430",9,99.0355291113866,9,"poissonbalanced","cifar","image",3
"2431",0,96.6942913449904,0,"poissonvolume","cifar","image",3
"2432",1,99.8330974700547,1,"poissonvolume","cifar","image",3
"2433",2,100,2,"poissonvolume","cifar","image",3
"2434",3,96.1192845204183,3,"poissonvolume","cifar","image",3
"2435",4,99.6700943524104,4,"poissonvolume","cifar","image",3
"2436",5,92.4635011279868,5,"poissonvolume","cifar","image",3
"2437",6,95.551672305024,6,"poissonvolume","cifar","image",3
"2438",7,100,7,"poissonvolume","cifar","image",3
"2439",8,100,8,"poissonvolume","cifar","image",3
"2440",9,98.5384418322678,9,"poissonvolume","cifar","image",3
"2441",0,100,0,"poissonmbo","cifar","image",3
"2442",1,95.1865270352872,1,"poissonmbo","cifar","image",3
"2443",2,98.5706135647246,2,"poissonmbo","cifar","image",3
"2444",3,100,3,"poissonmbo","cifar","image",3
"2445",4,100,4,"poissonmbo","cifar","image",3
"2446",5,97.0957668448382,5,"poissonmbo","cifar","image",3
"2447",6,97.7652861663218,6,"poissonmbo","cifar","image",3
"2448",7,100,7,"poissonmbo","cifar","image",3
"2449",8,95.9987140630746,8,"poissonmbo","cifar","image",3
"2450",9,99.2147709808486,9,"poissonmbo","cifar","image",3
"2451",0,99.5757482982665,0,"sparselabelpropagation","cifar","image",3
"2452",1,100,1,"sparselabelpropagation","cifar","image",3
"2453",2,96.5297313381941,2,"sparselabelpropagation","cifar","image",3
"2454",3,99.5271794037509,3,"sparselabelpropagation","cifar","image",3
"2455",4,100,4,"sparselabelpropagation","cifar","image",3
"2456",5,96.4839130874786,5,"sparselabelpropagation","cifar","image",3
"2457",6,100,6,"sparselabelpropagation","cifar","image",3
"2458",7,97.2779135672631,7,"sparselabelpropagation","cifar","image",3
"2459",8,100,8,"sparselabelpropagation","cifar","image",3
"2460",9,99.6295109685316,9,"sparselabelpropagation","cifar","image",3
"2461",0,100,0,"centeredkernel","cifar","image",3
"2462",1,100,1,"centeredkernel","cifar","image",3
"2463",2,100,2,"centeredkernel","cifar","image",3
"2464",3,100,3,"centeredkernel","cifar","image",3
"2465",4,98.3507946700185,4,"centeredkernel","cifar","image",3
"2466",5,98.1736658178413,5,"centeredkernel","cifar","image",3
"2467",6,100,6,"centeredkernel","cifar","image",3
"2468",7,97.5420787884959,7,"centeredkernel","cifar","image",3
"2469",8,100,8,"centeredkernel","cifar","image",3
"2470",9,100,9,"centeredkernel","cifar","image",3
"2471",0,99.4052520830085,0,"laplace","mnist","image",3
"2472",1,100,1,"laplace","mnist","image",3
"2473",2,99.776970162206,2,"laplace","mnist","image",3
"2474",3,100,3,"laplace","mnist","image",3
"2475",4,96.5895173105085,4,"laplace","mnist","image",3
"2476",5,98.3558230912759,5,"laplace","mnist","image",3
"2477",6,99.2936737947494,6,"laplace","mnist","image",3
"2478",7,97.5906156941883,7,"laplace","mnist","image",3
"2479",8,100,8,"laplace","mnist","image",3
"2480",9,100,9,"laplace","mnist","image",3
"2481",0,97.9364629271644,0,"randomwalk","mnist","image",3
"2482",1,100,1,"randomwalk","mnist","image",3
"2483",2,95.0047535761082,2,"randomwalk","mnist","image",3
"2484",3,95.8622872030721,3,"randomwalk","mnist","image",3
"2485",4,96.4113972302981,4,"randomwalk","mnist","image",3
"2486",5,98.0905706140104,5,"randomwalk","mnist","image",3
"2487",6,100,6,"randomwalk","mnist","image",3
"2488",7,94.113844658664,7,"randomwalk","mnist","image",3
"2489",8,95.2385835343217,8,"randomwalk","mnist","image",3
"2490",9,100,9,"randomwalk","mnist","image",3
"2491",0,97.9513546024426,0,"wnll","mnist","image",3
"2492",1,96.6372929768282,1,"wnll","mnist","image",3
"2493",2,99.9046730308992,2,"wnll","mnist","image",3
"2494",3,98.4658736359155,3,"wnll","mnist","image",3
"2495",4,100,4,"wnll","mnist","image",3
"2496",5,89.6757369858394,5,"wnll","mnist","image",3
"2497",6,100,6,"wnll","mnist","image",3
"2498",7,100,7,"wnll","mnist","image",3
"2499",8,98.3408851658441,8,"wnll","mnist","image",3
"2500",9,97.4172282562986,9,"wnll","mnist","image",3
"2501",0,100,0,"mean_shifted_laplace","mnist","image",3
"2502",1,100,1,"mean_shifted_laplace","mnist","image",3
"2503",2,94.8899308303717,2,"mean_shifted_laplace","mnist","image",3
"2504",3,98.4086657434454,3,"mean_shifted_laplace","mnist","image",3
"2505",4,93.0901539847831,4,"mean_shifted_laplace","mnist","image",3
"2506",5,98.3844405992056,5,"mean_shifted_laplace","mnist","image",3
"2507",6,93.6081187031123,6,"mean_shifted_laplace","mnist","image",3
"2508",7,98.6366053780288,7,"mean_shifted_laplace","mnist","image",3
"2509",8,100,8,"mean_shifted_laplace","mnist","image",3
"2510",9,98.0049773821996,9,"mean_shifted_laplace","mnist","image",3
"2511",0,95.576069044287,0,"poissonmbo_old","mnist","image",3
"2512",1,100,1,"poissonmbo_old","mnist","image",3
"2513",2,96.3789137852711,2,"poissonmbo_old","mnist","image",3
"2514",3,100,3,"poissonmbo_old","mnist","image",3
"2515",4,99.1130821163492,4,"poissonmbo_old","mnist","image",3
"2516",5,98.7657324693713,5,"poissonmbo_old","mnist","image",3
"2517",6,97.2193378169622,6,"poissonmbo_old","mnist","image",3
"2518",7,99.7361382500693,7,"poissonmbo_old","mnist","image",3
"2519",8,100,8,"poissonmbo_old","mnist","image",3
"2520",9,96.8793164505266,9,"poissonmbo_old","mnist","image",3
"2521",0,100,0,"poissonmbobalanced","mnist","image",3
"2522",1,99.6025229238024,1,"poissonmbobalanced","mnist","image",3
"2523",2,99.230025056768,2,"poissonmbobalanced","mnist","image",3
"2524",3,93.3065005311354,3,"poissonmbobalanced","mnist","image",3
"2525",4,97.9108637144388,4,"poissonmbobalanced","mnist","image",3
"2526",5,100,5,"poissonmbobalanced","mnist","image",3
"2527",6,100,6,"poissonmbobalanced","mnist","image",3
"2528",7,94.4486005827621,7,"poissonmbobalanced","mnist","image",3
"2529",8,100,8,"poissonmbobalanced","mnist","image",3
"2530",9,99.3653427958943,9,"poissonmbobalanced","mnist","image",3
"2531",0,95.6791361759233,0,"poisson2","mnist","image",3
"2532",1,96.6023499284873,1,"poisson2","mnist","image",3
"2533",2,96.6338980357576,2,"poisson2","mnist","image",3
"2534",3,99.5874398646487,3,"poisson2","mnist","image",3
"2535",4,98.6559345998393,4,"poisson2","mnist","image",3
"2536",5,95.9411003875656,5,"poisson2","mnist","image",3
"2537",6,92.6366772900291,6,"poisson2","mnist","image",3
"2538",7,100,7,"poisson2","mnist","image",3
"2539",8,96.0052729494707,8,"poisson2","mnist","image",3
"2540",9,94.9911586912611,9,"poisson2","mnist","image",3
"2541",0,100,0,"poisson","mnist","image",3
"2542",1,100,1,"poisson","mnist","image",3
"2543",2,100,2,"poisson","mnist","image",3
"2544",3,98.9676294507985,3,"poisson","mnist","image",3
"2545",4,100,4,"poisson","mnist","image",3
"2546",5,100,5,"poisson","mnist","image",3
"2547",6,93.6557601657139,6,"poisson","mnist","image",3
"2548",7,100,7,"poisson","mnist","image",3
"2549",8,100,8,"poisson","mnist","image",3
"2550",9,97.1921910211697,9,"poisson","mnist","image",3
"2551",0,96.6401811810637,0,"poissonbalanced","mnist","image",3
"2552",1,97.516861576995,1,"poissonbalanced","mnist","image",3
"2553",2,98.9061248071746,2,"poissonbalanced","mnist","image",3
"2554",3,96.6218903803886,3,"poissonbalanced","mnist","image",3
"2555",4,100,4,"poissonbalanced","mnist","image",3
"2556",5,90.9082631196274,5,"poissonbalanced","mnist","image",3
"2557",6,100,6,"poissonbalanced","mnist","image",3
"2558",7,100,7,"poissonbalanced","mnist","image",3
"2559",8,100,8,"poissonbalanced","mnist","image",3
"2560",9,98.0570514576369,9,"poissonbalanced","mnist","image",3
"2561",0,100,0,"poissonvolume","mnist","image",3
"2562",1,99.9904197775304,1,"poissonvolume","mnist","image",3
"2563",2,95.7509185222595,2,"poissonvolume","mnist","image",3
"2564",3,92.9263606676217,3,"poissonvolume","mnist","image",3
"2565",4,92.5564618626073,4,"poissonvolume","mnist","image",3
"2566",5,97.0790130339886,5,"poissonvolume","mnist","image",3
"2567",6,98.0574455757681,6,"poissonvolume","mnist","image",3
"2568",7,99.113114927713,7,"poissonvolume","mnist","image",3
"2569",8,100,8,"poissonvolume","mnist","image",3
"2570",9,100,9,"poissonvolume","mnist","image",3
"2571",0,93.4329754681386,0,"poissonmbo","mnist","image",3
"2572",1,98.5116807958823,1,"poissonmbo","mnist","image",3
"2573",2,99.236931099096,2,"poissonmbo","mnist","image",3
"2574",3,100,3,"poissonmbo","mnist","image",3
"2575",4,100,4,"poissonmbo","mnist","image",3
"2576",5,100,5,"poissonmbo","mnist","image",3
"2577",6,99.0148033642809,6,"poissonmbo","mnist","image",3
"2578",7,95.2809178370322,7,"poissonmbo","mnist","image",3
"2579",8,95.50588095996,8,"poissonmbo","mnist","image",3
"2580",9,100,9,"poissonmbo","mnist","image",3
"2581",0,96.2341709311772,0,"sparselabelpropagation","mnist","image",3
"2582",1,100,1,"sparselabelpropagation","mnist","image",3
"2583",2,99.0689506421377,2,"sparselabelpropagation","mnist","image",3
"2584",3,100,3,"sparselabelpropagation","mnist","image",3
"2585",4,94.2518921900937,4,"sparselabelpropagation","mnist","image",3
"2586",5,100,5,"sparselabelpropagation","mnist","image",3
"2587",6,100,6,"sparselabelpropagation","mnist","image",3
"2588",7,100,7,"sparselabelpropagation","mnist","image",3
"2589",8,94.4976780304583,8,"sparselabelpropagation","mnist","image",3
"2590",9,100,9,"sparselabelpropagation","mnist","image",3
"2591",0,98.3779625746559,0,"centeredkernel","mnist","image",3
"2592",1,100,1,"centeredkernel","mnist","image",3
"2593",2,96.1567166027866,2,"centeredkernel","mnist","image",3
"2594",3,100,3,"centeredkernel","mnist","image",3
"2595",4,98.1102092639646,4,"centeredkernel","mnist","image",3
"2596",5,100,5,"centeredkernel","mnist","image",3
"2597",6,100,6,"centeredkernel","mnist","image",3
"2598",7,94.7525714788521,7,"centeredkernel","mnist","image",3
"2599",8,100,8,"centeredkernel","mnist","image",3
"2600",9,99.4307174905705,9,"centeredkernel","mnist","image",3
"2601",0,73.814113466306,0,"laplace","reuters","text",3
"2602",1,66.6057818798241,1,"laplace","reuters","text",3
"2603",2,73.3980833207052,2,"laplace","reuters","text",3
"2604",3,67.7994002442076,3,"laplace","reuters","text",3
"2605",4,73.1265081836158,4,"laplace","reuters","text",3
"2606",5,66.151104302512,5,"laplace","reuters","text",3
"2607",6,71.4024256369283,6,"laplace","reuters","text",3
"2608",7,70.3856607701181,7,"laplace","reuters","text",3
"2609",8,65.5099574200274,8,"laplace","reuters","text",3
"2610",9,69.6432383485203,9,"laplace","reuters","text",3
"2611",0,89.8797307572751,0,"randomwalk","reuters","text",3
"2612",1,87.7149255995919,1,"randomwalk","reuters","text",3
"2613",2,85.4174354002749,2,"randomwalk","reuters","text",3
"2614",3,76.6609591971237,3,"randomwalk","reuters","text",3
"2615",4,82.2974019273183,4,"randomwalk","reuters","text",3
"2616",5,82.1855796179329,5,"randomwalk","reuters","text",3
"2617",6,89.2041840592262,6,"randomwalk","reuters","text",3
"2618",7,83.2228640464747,7,"randomwalk","reuters","text",3
"2619",8,80.9458684714692,8,"randomwalk","reuters","text",3
"2620",9,86.3799366609628,9,"randomwalk","reuters","text",3
"2621",0,75.9700888560095,0,"wnll","reuters","text",3
"2622",1,66.4476920757443,1,"wnll","reuters","text",3
"2623",2,74.401053150032,2,"wnll","reuters","text",3
"2624",3,73.0308889619045,3,"wnll","reuters","text",3
"2625",4,68.5877051114997,4,"wnll","reuters","text",3
"2626",5,68.1056692599284,5,"wnll","reuters","text",3
"2627",6,65.0962518906359,6,"wnll","reuters","text",3
"2628",7,71.1928994099301,7,"wnll","reuters","text",3
"2629",8,74.8032595044623,8,"wnll","reuters","text",3
"2630",9,70.5992380347254,9,"wnll","reuters","text",3
"2631",0,71.5600576967762,0,"mean_shifted_laplace","reuters","text",3
"2632",1,67.1676844140132,1,"mean_shifted_laplace","reuters","text",3
"2633",2,70.3676844954054,2,"mean_shifted_laplace","reuters","text",3
"2634",3,68.5618883032032,3,"mean_shifted_laplace","reuters","text",3
"2635",4,65.9538796796023,4,"mean_shifted_laplace","reuters","text",3
"2636",5,67.1579048234318,5,"mean_shifted_laplace","reuters","text",3
"2637",6,71.2210714791726,6,"mean_shifted_laplace","reuters","text",3
"2638",7,67.1164082827696,7,"mean_shifted_laplace","reuters","text",3
"2639",8,70.7706957769067,8,"mean_shifted_laplace","reuters","text",3
"2640",9,69.0143012696932,9,"mean_shifted_laplace","reuters","text",3
"2641",0,80.7436607162397,0,"poissonmbo_old","reuters","text",3
"2642",1,79.8443135671079,1,"poissonmbo_old","reuters","text",3
"2643",2,80.6243726432827,2,"poissonmbo_old","reuters","text",3
"2644",3,84.3566676684748,3,"poissonmbo_old","reuters","text",3
"2645",4,83.0228838410304,4,"poissonmbo_old","reuters","text",3
"2646",5,77.4009285709168,5,"poissonmbo_old","reuters","text",3
"2647",6,84.3867739018402,6,"poissonmbo_old","reuters","text",3
"2648",7,80.3831961107519,7,"poissonmbo_old","reuters","text",3
"2649",8,75.8210936432074,8,"poissonmbo_old","reuters","text",3
"2650",9,80.7538598858272,9,"poissonmbo_old","reuters","text",3
"2651",0,83.0926345954403,0,"poissonmbobalanced","reuters","text",3
"2652",1,81.3874297314784,1,"poissonmbobalanced","reuters","text",3
"2653",2,78.1343504807239,2,"poissonmbobalanced","reuters","text",3
"2654",3,79.1817519665717,3,"poissonmbobalanced","reuters","text",3
"2655",4,78.7271398864358,4,"poissonmbobalanced","reuters","text",3
"2656",5,81.5394970939071,5,"poissonmbobalanced","reuters","text",3
"2657",6,81.0158718822742,6,"poissonmbobalanced","reuters","text",3
"2658",7,81.6558646696265,7,"poissonmbobalanced","reuters","text",3
"2659",8,83.007207323829,8,"poissonmbobalanced","reuters","text",3
"2660",9,86.0378377682331,9,"poissonmbobalanced","reuters","text",3
"2661",0,52.1259053252473,0,"poisson2","reuters","text",3
"2662",1,56.5172878226033,1,"poisson2","reuters","text",3
"2663",2,51.2691218716095,2,"poisson2","reuters","text",3
"2664",3,52.9864883506239,3,"poisson2","reuters","text",3
"2665",4,53.3635143250681,4,"poisson2","reuters","text",3
"2666",5,52.2677121316523,5,"poisson2","reuters","text",3
"2667",6,51.9741493416156,6,"poisson2","reuters","text",3
"2668",7,48.409244460598,7,"poisson2","reuters","text",3
"2669",8,45.8411821358348,8,"poisson2","reuters","text",3
"2670",9,46.9053680327154,9,"poisson2","reuters","text",3
"2671",0,52.8171624553438,0,"poisson","reuters","text",3
"2672",1,56.0485585872444,1,"poisson","reuters","text",3
"2673",2,47.1465257214737,2,"poisson","reuters","text",3
"2674",3,50.0608651625773,3,"poisson","reuters","text",3
"2675",4,49.6837365418591,4,"poisson","reuters","text",3
"2676",5,48.5056425386769,5,"poisson","reuters","text",3
"2677",6,54.7407222009798,6,"poisson","reuters","text",3
"2678",7,49.7116559411641,7,"poisson","reuters","text",3
"2679",8,62.5824616527239,8,"poisson","reuters","text",3
"2680",9,56.6215278659822,9,"poisson","reuters","text",3
"2681",0,54.1223553839447,0,"poissonbalanced","reuters","text",3
"2682",1,47.6323090231668,1,"poissonbalanced","reuters","text",3
"2683",2,52.5899318183148,2,"poissonbalanced","reuters","text",3
"2684",3,51.2317324098227,3,"poissonbalanced","reuters","text",3
"2685",4,54.3525308553233,4,"poissonbalanced","reuters","text",3
"2686",5,56.4365990480607,5,"poissonbalanced","reuters","text",3
"2687",6,53.0495802070627,6,"poissonbalanced","reuters","text",3
"2688",7,54.1762585742793,7,"poissonbalanced","reuters","text",3
"2689",8,53.95514908335,8,"poissonbalanced","reuters","text",3
"2690",9,55.2391471415861,9,"poissonbalanced","reuters","text",3
"2691",0,56.6167649881676,0,"poissonvolume","reuters","text",3
"2692",1,55.7799807396148,1,"poissonvolume","reuters","text",3
"2693",2,46.506220026855,2,"poissonvolume","reuters","text",3
"2694",3,58.3581028073887,3,"poissonvolume","reuters","text",3
"2695",4,48.5083977432592,4,"poissonvolume","reuters","text",3
"2696",5,55.8697168272751,5,"poissonvolume","reuters","text",3
"2697",6,55.887167591093,6,"poissonvolume","reuters","text",3
"2698",7,48.9028815386581,7,"poissonvolume","reuters","text",3
"2699",8,49.1449089562544,8,"poissonvolume","reuters","text",3
"2700",9,51.6463998102947,9,"poissonvolume","reuters","text",3
"2701",0,85.6156667905624,0,"poissonmbo","reuters","text",3
"2702",1,80.1629419993639,1,"poissonmbo","reuters","text",3
"2703",2,85.8946281945346,2,"poissonmbo","reuters","text",3
"2704",3,78.0262827303234,3,"poissonmbo","reuters","text",3
"2705",4,80.0686016818598,4,"poissonmbo","reuters","text",3
"2706",5,87.1874823417756,5,"poissonmbo","reuters","text",3
"2707",6,82.4446454721179,6,"poissonmbo","reuters","text",3
"2708",7,81.5327154398281,7,"poissonmbo","reuters","text",3
"2709",8,82.8565900106932,8,"poissonmbo","reuters","text",3
"2710",9,80.830343098364,9,"poissonmbo","reuters","text",3
"2711",0,81.9300776345904,0,"sparselabelpropagation","reuters","text",3
"2712",1,82.113079775999,1,"sparselabelpropagation","reuters","text",3
"2713",2,81.671001048833,2,"sparselabelpropagation","reuters","text",3
"2714",3,83.676247589616,3,"sparselabelpropagation","reuters","text",3
"2715",4,87.2208818517835,4,"sparselabelpropagation","reuters","text",3
"2716",5,80.6373923238912,5,"sparselabelpropagation","reuters","text",3
"2717",6,81.4144854271917,6,"sparselabelpropagation","reuters","text",3
"2718",7,80.2122334600429,7,"sparselabelpropagation","reuters","text",3
"2719",8,74.433263190796,8,"sparselabelpropagation","reuters","text",3
"2720",9,78.757139464776,9,"sparselabelpropagation","reuters","text",3
"2721",0,70.4531791181697,0,"centeredkernel","reuters","text",3
"2722",1,72.7072305353587,1,"centeredkernel","reuters","text",3
"2723",2,69.6625116742431,2,"centeredkernel","reuters","text",3
"2724",3,66.5824185210753,3,"centeredkernel","reuters","text",3
"2725",4,74.6825387731215,4,"centeredkernel","reuters","text",3
"2726",5,74.7179054450759,5,"centeredkernel","reuters","text",3
"2727",6,69.669252768833,6,"centeredkernel","reuters","text",3
"2728",7,70.929834620092,7,"centeredkernel","reuters","text",3
"2729",8,65.2338897797796,8,"centeredkernel","reuters","text",3
"2730",9,65.1303928166925,9,"centeredkernel","reuters","text",3
"2731",0,54.7507359303687,0,"laplace","ohsumed","text",3
"2732",1,57.7889426002045,1,"laplace","ohsumed","text",3
"2733",2,50.7170365635554,2,"laplace","ohsumed","text",3
"2734",3,59.3414128692401,3,"laplace","ohsumed","text",3
"2735",4,53.5195108759096,4,"laplace","ohsumed","text",3
"2736",5,54.1387412864579,5,"laplace","ohsumed","text",3
"2737",6,53.8746240647793,6,"laplace","ohsumed","text",3
"2738",7,52.8508132202167,7,"laplace","ohsumed","text",3
"2739",8,54.8041108504958,8,"laplace","ohsumed","text",3
"2740",9,51.9001255995961,9,"laplace","ohsumed","text",3
"2741",0,66.2700455046481,0,"randomwalk","ohsumed","text",3
"2742",1,61.1913231978679,1,"randomwalk","ohsumed","text",3
"2743",2,63.7888032097776,2,"randomwalk","ohsumed","text",3
"2744",3,62.2638045921044,3,"randomwalk","ohsumed","text",3
"2745",4,62.6372073091015,4,"randomwalk","ohsumed","text",3
"2746",5,63.0585111214985,5,"randomwalk","ohsumed","text",3
"2747",6,67.0784258077892,6,"randomwalk","ohsumed","text",3
"2748",7,67.1167225987533,7,"randomwalk","ohsumed","text",3
"2749",8,66.0172938609811,8,"randomwalk","ohsumed","text",3
"2750",9,63.4867289601258,9,"randomwalk","ohsumed","text",3
"2751",0,54.9017055766087,0,"wnll","ohsumed","text",3
"2752",1,58.4929204611085,1,"wnll","ohsumed","text",3
"2753",2,55.8561904739388,2,"wnll","ohsumed","text",3
"2754",3,51.2410595877444,3,"wnll","ohsumed","text",3
"2755",4,53.2747429959861,4,"wnll","ohsumed","text",3
"2756",5,54.0595814009429,5,"wnll","ohsumed","text",3
"2757",6,58.557663475717,6,"wnll","ohsumed","text",3
"2758",7,51.1716192629724,7,"wnll","ohsumed","text",3
"2759",8,54.1087753824632,8,"wnll","ohsumed","text",3
"2760",9,57.2298396103722,9,"wnll","ohsumed","text",3
"2761",0,53.1773697563468,0,"mean_shifted_laplace","ohsumed","text",3
"2762",1,51.3977531314742,1,"mean_shifted_laplace","ohsumed","text",3
"2763",2,55.0477753825546,2,"mean_shifted_laplace","ohsumed","text",3
"2764",3,51.1978338412018,3,"mean_shifted_laplace","ohsumed","text",3
"2765",4,55.6358732710708,4,"mean_shifted_laplace","ohsumed","text",3
"2766",5,54.3745482038117,5,"mean_shifted_laplace","ohsumed","text",3
"2767",6,49.5146360163243,6,"mean_shifted_laplace","ohsumed","text",3
"2768",7,55.5849835980721,7,"mean_shifted_laplace","ohsumed","text",3
"2769",8,50.8174633897639,8,"mean_shifted_laplace","ohsumed","text",3
"2770",9,51.5135759914025,9,"mean_shifted_laplace","ohsumed","text",3
"2771",0,58.6753550158808,0,"poissonmbo_old","ohsumed","text",3
"2772",1,57.2420050773548,1,"poissonmbo_old","ohsumed","text",3
"2773",2,57.4842253906057,2,"poissonmbo_old","ohsumed","text",3
"2774",3,58.5706073264755,3,"poissonmbo_old","ohsumed","text",3
"2775",4,61.8565133795021,4,"poissonmbo_old","ohsumed","text",3
"2776",5,60.9920281416028,5,"poissonmbo_old","ohsumed","text",3
"2777",6,55.6125112657768,6,"poissonmbo_old","ohsumed","text",3
"2778",7,59.0037255218317,7,"poissonmbo_old","ohsumed","text",3
"2779",8,57.4161642691728,8,"poissonmbo_old","ohsumed","text",3
"2780",9,56.6775184234461,9,"poissonmbo_old","ohsumed","text",3
"2781",0,58.4582959857601,0,"poissonmbobalanced","ohsumed","text",3
"2782",1,53.0834533225104,1,"poissonmbobalanced","ohsumed","text",3
"2783",2,55.4115921603784,2,"poissonmbobalanced","ohsumed","text",3
"2784",3,58.7415968616526,3,"poissonmbobalanced","ohsumed","text",3
"2785",4,62.4052519455407,4,"poissonmbobalanced","ohsumed","text",3
"2786",5,60.5642306360431,5,"poissonmbobalanced","ohsumed","text",3
"2787",6,64.2239036496396,6,"poissonmbobalanced","ohsumed","text",3
"2788",7,57.7547339602024,7,"poissonmbobalanced","ohsumed","text",3
"2789",8,57.7911459251926,8,"poissonmbobalanced","ohsumed","text",3
"2790",9,52.6175077103697,9,"poissonmbobalanced","ohsumed","text",3
"2791",0,46.9824383712785,0,"poisson2","ohsumed","text",3
"2792",1,46.917125574663,1,"poisson2","ohsumed","text",3
"2793",2,53.532605026507,2,"poisson2","ohsumed","text",3
"2794",3,46.1402935752231,3,"poisson2","ohsumed","text",3
"2795",4,48.5611587793268,4,"poisson2","ohsumed","text",3
"2796",5,48.4413606106811,5,"poisson2","ohsumed","text",3
"2797",6,60.8663116147102,6,"poisson2","ohsumed","text",3
"2798",7,51.7019055573578,7,"poisson2","ohsumed","text",3
"2799",8,50.3478494451192,8,"poisson2","ohsumed","text",3
"2800",9,48.8006189859485,9,"poisson2","ohsumed","text",3
"2801",0,46.1367703480284,0,"poisson","ohsumed","text",3
"2802",1,48.4102131070738,1,"poisson","ohsumed","text",3
"2803",2,49.5723848404003,2,"poisson","ohsumed","text",3
"2804",3,49.8288696605467,3,"poisson","ohsumed","text",3
"2805",4,49.1894931059149,4,"poisson","ohsumed","text",3
"2806",5,45.7011646015843,5,"poisson","ohsumed","text",3
"2807",6,40.7885331933101,6,"poisson","ohsumed","text",3
"2808",7,43.0075649565496,7,"poisson","ohsumed","text",3
"2809",8,47.3628410203234,8,"poisson","ohsumed","text",3
"2810",9,48.9253360568921,9,"poisson","ohsumed","text",3
"2811",0,47.3494497775925,0,"poissonbalanced","ohsumed","text",3
"2812",1,44.5646172451914,1,"poissonbalanced","ohsumed","text",3
"2813",2,47.2210114535597,2,"poissonbalanced","ohsumed","text",3
"2814",3,47.7411836818963,3,"poissonbalanced","ohsumed","text",3
"2815",4,44.4624401839443,4,"poissonbalanced","ohsumed","text",3
"2816",5,51.2378053557397,5,"poissonbalanced","ohsumed","text",3
"2817",6,44.4617165682466,6,"poissonbalanced","ohsumed","text",3
"2818",7,51.0103012818953,7,"poissonbalanced","ohsumed","text",3
"2819",8,48.5969840123944,8,"poissonbalanced","ohsumed","text",3
"2820",9,47.1315890607321,9,"poissonbalanced","ohsumed","text",3
