"","...1","accuracy","seed","algorithm","dataset","task","SD"
"773",2,100,2,"centeredkernel","fashionmnist","image",0
"774",3,100,3,"centeredkernel","fashionmnist","image",0
"775",4,100,4,"centeredkernel","fashionmnist","image",0
"776",5,100,5,"centeredkernel","fashionmnist","image",0
"777",6,100,6,"centeredkernel","fashionmnist","image",0
"778",7,100,7,"centeredkernel","fashionmnist","image",0
"779",8,100,8,"centeredkernel","fashionmnist","image",0
"780",9,100,9,"centeredkernel","fashionmnist","image",0
"781",0,100,0,"laplace","cifar","image",0
"782",1,100,1,"laplace","cifar","image",0
"783",2,100,2,"laplace","cifar","image",0
"784",3,100,3,"laplace","cifar","image",0
"785",4,100,4,"laplace","cifar","image",0
"786",5,100,5,"laplace","cifar","image",0
"787",6,100,6,"laplace","cifar","image",0
"788",7,100,7,"laplace","cifar","image",0
"789",8,100,8,"laplace","cifar","image",0
"790",9,100,9,"laplace","cifar","image",0
"791",0,100,0,"randomwalk","cifar","image",0
"792",1,100,1,"randomwalk","cifar","image",0
"793",2,100,2,"randomwalk","cifar","image",0
"794",3,100,3,"randomwalk","cifar","image",0
"795",4,100,4,"randomwalk","cifar","image",0
"796",5,100,5,"randomwalk","cifar","image",0
"797",6,100,6,"randomwalk","cifar","image",0
"798",7,100,7,"randomwalk","cifar","image",0
"799",8,100,8,"randomwalk","cifar","image",0
"800",9,100,9,"randomwalk","cifar","image",0
"801",0,100,0,"wnll","cifar","image",0
"802",1,100,1,"wnll","cifar","image",0
"803",2,100,2,"wnll","cifar","image",0
"804",3,100,3,"wnll","cifar","image",0
"805",4,100,4,"wnll","cifar","image",0
"806",5,100,5,"wnll","cifar","image",0
"807",6,100,6,"wnll","cifar","image",0
"808",7,100,7,"wnll","cifar","image",0
"809",8,100,8,"wnll","cifar","image",0
"810",9,100,9,"wnll","cifar","image",0
"811",0,100,0,"mean_shifted_laplace","cifar","image",0
"812",1,100,1,"mean_shifted_laplace","cifar","image",0
"813",2,100,2,"mean_shifted_laplace","cifar","image",0
"814",3,100,3,"mean_shifted_laplace","cifar","image",0
"815",4,100,4,"mean_shifted_laplace","cifar","image",0
"816",5,100,5,"mean_shifted_laplace","cifar","image",0
"817",6,100,6,"mean_shifted_laplace","cifar","image",0
"818",7,100,7,"mean_shifted_laplace","cifar","image",0
"819",8,100,8,"mean_shifted_laplace","cifar","image",0
"820",9,100,9,"mean_shifted_laplace","cifar","image",0
"821",0,100,0,"poissonmbo_old","cifar","image",0
"822",1,100,1,"poissonmbo_old","cifar","image",0
"823",2,100,2,"poissonmbo_old","cifar","image",0
"824",3,100,3,"poissonmbo_old","cifar","image",0
"825",4,100,4,"poissonmbo_old","cifar","image",0
"826",5,100,5,"poissonmbo_old","cifar","image",0
"827",6,100,6,"poissonmbo_old","cifar","image",0
"828",7,100,7,"poissonmbo_old","cifar","image",0
"829",8,100,8,"poissonmbo_old","cifar","image",0
"830",9,100,9,"poissonmbo_old","cifar","image",0
"831",0,100,0,"poissonmbobalanced","cifar","image",0
"832",1,100,1,"poissonmbobalanced","cifar","image",0
"833",2,100,2,"poissonmbobalanced","cifar","image",0
"834",3,100,3,"poissonmbobalanced","cifar","image",0
"835",4,100,4,"poissonmbobalanced","cifar","image",0
"836",5,100,5,"poissonmbobalanced","cifar","image",0
"837",6,100,6,"poissonmbobalanced","cifar","image",0
"838",7,100,7,"poissonmbobalanced","cifar","image",0
"839",8,100,8,"poissonmbobalanced","cifar","image",0
"840",9,100,9,"poissonmbobalanced","cifar","image",0
"841",0,100,0,"poisson2","cifar","image",0
"842",1,100,1,"poisson2","cifar","image",0
"843",2,100,2,"poisson2","cifar","image",0
"844",3,100,3,"poisson2","cifar","image",0
"845",4,100,4,"poisson2","cifar","image",0
"846",5,100,5,"poisson2","cifar","image",0
"847",6,100,6,"poisson2","cifar","image",0
"848",7,100,7,"poisson2","cifar","image",0
"849",8,100,8,"poisson2","cifar","image",0
"850",9,100,9,"poisson2","cifar","image",0
"851",0,100,0,"poisson","cifar","image",0
"852",1,100,1,"poisson","cifar","image",0
"853",2,100,2,"poisson","cifar","image",0
"854",3,100,3,"poisson","cifar","image",0
"855",4,100,4,"poisson","cifar","image",0
"856",5,100,5,"poisson","cifar","image",0
"857",6,100,6,"poisson","cifar","image",0
"858",7,100,7,"poisson","cifar","image",0
"859",8,100,8,"poisson","cifar","image",0
"860",9,100,9,"poisson","cifar","image",0
"861",0,100,0,"poissonbalanced","cifar","image",0
"862",1,100,1,"poissonbalanced","cifar","image",0
"863",2,100,2,"poissonbalanced","cifar","image",0
"864",3,100,3,"poissonbalanced","cifar","image",0
"865",4,100,4,"poissonbalanced","cifar","image",0
"866",5,100,5,"poissonbalanced","cifar","image",0
"867",6,100,6,"poissonbalanced","cifar","image",0
"868",7,100,7,"poissonbalanced","cifar","image",0
"869",8,100,8,"poissonbalanced","cifar","image",0
"870",9,100,9,"poissonbalanced","cifar","image",0
"871",0,100,0,"poissonvolume","cifar","image",0
"872",1,100,1,"poissonvolume","cifar","image",0
"873",2,100,2,"poissonvolume","cifar","image",0
"874",3,100,3,"poissonvolume","cifar","image",0
"875",4,100,4,"poissonvolume","cifar","image",0
"876",5,100,5,"poissonvolume","cifar","image",0
"877",6,100,6,"poissonvolume","cifar","image",0
"878",7,100,7,"poissonvolume","cifar","image",0
"879",8,100,8,"poissonvolume","cifar","image",0
"880",9,100,9,"poissonvolume","cifar","image",0
"881",0,100,0,"poissonmbo","cifar","image",0
"882",1,100,1,"poissonmbo","cifar","image",0
"883",2,100,2,"poissonmbo","cifar","image",0
"884",3,100,3,"poissonmbo","cifar","image",0
"885",4,100,4,"poissonmbo","cifar","image",0
"886",5,100,5,"poissonmbo","cifar","image",0
"887",6,100,6,"poissonmbo","cifar","image",0
"888",7,100,7,"poissonmbo","cifar","image",0
"889",8,100,8,"poissonmbo","cifar","image",0
"890",9,100,9,"poissonmbo","cifar","image",0
"891",0,100,0,"sparselabelpropagation","cifar","image",0
"892",1,100,1,"sparselabelpropagation","cifar","image",0
"893",2,100,2,"sparselabelpropagation","cifar","image",0
"894",3,100,3,"sparselabelpropagation","cifar","image",0
"895",4,100,4,"sparselabelpropagation","cifar","image",0
"896",5,100,5,"sparselabelpropagation","cifar","image",0
"897",6,100,6,"sparselabelpropagation","cifar","image",0
"898",7,100,7,"sparselabelpropagation","cifar","image",0
"899",8,100,8,"sparselabelpropagation","cifar","image",0
"900",9,100,9,"sparselabelpropagation","cifar","image",0
"901",0,100,0,"centeredkernel","cifar","image",0
"902",1,100,1,"centeredkernel","cifar","image",0
"903",2,100,2,"centeredkernel","cifar","image",0
"904",3,100,3,"centeredkernel","cifar","image",0
"905",4,100,4,"centeredkernel","cifar","image",0
"906",5,100,5,"centeredkernel","cifar","image",0
"907",6,100,6,"centeredkernel","cifar","image",0
"908",7,100,7,"centeredkernel","cifar","image",0
"909",8,100,8,"centeredkernel","cifar","image",0
"910",9,100,9,"centeredkernel","cifar","image",0
"911",0,99.0206349206349,0,"laplace","mnist","image",0
"912",1,99.0142857142857,1,"laplace","mnist","image",0
"913",2,99.1285714285714,2,"laplace","mnist","image",0
"914",3,99.047619047619,3,"laplace","mnist","image",0
"915",4,99.115873015873,4,"laplace","mnist","image",0
"916",5,99.0825396825397,5,"laplace","mnist","image",0
"917",6,99.0238095238095,6,"laplace","mnist","image",0
"918",7,99.0698412698413,7,"laplace","mnist","image",0
"919",8,99.0793650793651,8,"laplace","mnist","image",0
"920",9,99.0222222222223,9,"laplace","mnist","image",0
"921",0,98.3349206349206,0,"randomwalk","mnist","image",0
"922",1,98.3555555555556,1,"randomwalk","mnist","image",0
"923",2,98.4,2,"randomwalk","mnist","image",0
"924",3,98.3873015873016,3,"randomwalk","mnist","image",0
"925",4,98.3952380952381,4,"randomwalk","mnist","image",0
"926",5,98.3730158730159,5,"randomwalk","mnist","image",0
"927",6,98.4,6,"randomwalk","mnist","image",0
"928",7,98.4317460317461,7,"randomwalk","mnist","image",0
"929",8,98.3857142857143,8,"randomwalk","mnist","image",0
"930",9,98.4015873015873,9,"randomwalk","mnist","image",0
"931",0,99.0365079365079,0,"wnll","mnist","image",0
"932",1,99.0777777777778,1,"wnll","mnist","image",0
"933",2,99.0126984126984,2,"wnll","mnist","image",0
"934",3,99.0730158730159,3,"wnll","mnist","image",0
"935",4,99.0825396825397,4,"wnll","mnist","image",0
"936",5,99.0730158730159,5,"wnll","mnist","image",0
"937",6,99.0396825396826,6,"wnll","mnist","image",0
"938",7,99.052380952381,7,"wnll","mnist","image",0
"939",8,99.031746031746,8,"wnll","mnist","image",0
"940",9,99.0412698412698,9,"wnll","mnist","image",0
"941",0,99.0904761904762,0,"mean_shifted_laplace","mnist","image",0
"942",1,99.0603174603175,1,"mean_shifted_laplace","mnist","image",0
"943",2,99.0603174603175,2,"mean_shifted_laplace","mnist","image",0
"944",3,99.052380952381,3,"mean_shifted_laplace","mnist","image",0
"945",4,99.0174603174603,4,"mean_shifted_laplace","mnist","image",0
"946",5,99.0444444444445,5,"mean_shifted_laplace","mnist","image",0
"947",6,99.0619047619048,6,"mean_shifted_laplace","mnist","image",0
"948",7,99.047619047619,7,"mean_shifted_laplace","mnist","image",0
"949",8,99.0333333333333,8,"mean_shifted_laplace","mnist","image",0
"950",9,99.0349206349206,9,"mean_shifted_laplace","mnist","image",0
"951",0,98.7174603174603,0,"poissonmbo_old","mnist","image",0
"952",1,98.6666666666667,1,"poissonmbo_old","mnist","image",0
"953",2,98.7238095238095,2,"poissonmbo_old","mnist","image",0
"954",3,98.6873015873016,3,"poissonmbo_old","mnist","image",0
"955",4,98.6714285714286,4,"poissonmbo_old","mnist","image",0
"956",5,98.768253968254,5,"poissonmbo_old","mnist","image",0
"957",6,98.6682539682539,6,"poissonmbo_old","mnist","image",0
"958",7,98.6507936507936,7,"poissonmbo_old","mnist","image",0
"959",8,98.6650793650794,8,"poissonmbo_old","mnist","image",0
"960",9,98.7571428571428,9,"poissonmbo_old","mnist","image",0
"961",0,98.7063492063492,0,"poissonmbobalanced","mnist","image",0
"962",1,98.6365079365079,1,"poissonmbobalanced","mnist","image",0
"963",2,98.7396825396825,2,"poissonmbobalanced","mnist","image",0
"964",3,98.6698412698413,3,"poissonmbobalanced","mnist","image",0
"965",4,98.6809523809524,4,"poissonmbobalanced","mnist","image",0
"966",5,98.7047619047619,5,"poissonmbobalanced","mnist","image",0
"967",6,98.7079365079365,6,"poissonmbobalanced","mnist","image",0
"968",7,98.6746031746032,7,"poissonmbobalanced","mnist","image",0
"969",8,98.6333333333333,8,"poissonmbobalanced","mnist","image",0
"970",9,98.7730158730159,9,"poissonmbobalanced","mnist","image",0
"971",0,96.7571428571429,0,"poisson2","mnist","image",0
"972",1,96.7571428571429,1,"poisson2","mnist","image",0
"973",2,96.7412698412698,2,"poisson2","mnist","image",0
"974",3,96.8031746031746,3,"poisson2","mnist","image",0
"975",4,96.7031746031746,4,"poisson2","mnist","image",0
"976",5,96.647619047619,5,"poisson2","mnist","image",0
"977",6,96.7730158730159,6,"poisson2","mnist","image",0
"978",7,96.5825396825397,7,"poisson2","mnist","image",0
"979",8,96.8904761904762,8,"poisson2","mnist","image",0
"980",9,96.7206349206349,9,"poisson2","mnist","image",0
"981",0,98.5492063492064,0,"poisson","mnist","image",0
"982",1,98.5888888888889,1,"poisson","mnist","image",0
"983",2,98.5730158730159,2,"poisson","mnist","image",0
"984",3,98.5253968253968,3,"poisson","mnist","image",0
"985",4,98.5619047619048,4,"poisson","mnist","image",0
"986",5,98.5666666666667,5,"poisson","mnist","image",0
"987",6,98.5730158730159,6,"poisson","mnist","image",0
"988",7,98.652380952381,7,"poisson","mnist","image",0
"989",8,98.5698412698413,8,"poisson","mnist","image",0
"990",9,98.6111111111111,9,"poisson","mnist","image",0
"991",0,98.5555555555556,0,"poissonbalanced","mnist","image",0
"992",1,98.5873015873016,1,"poissonbalanced","mnist","image",0
"993",2,98.552380952381,2,"poissonbalanced","mnist","image",0
"994",3,98.568253968254,3,"poissonbalanced","mnist","image",0
"995",4,98.5539682539682,4,"poissonbalanced","mnist","image",0
"996",5,98.6190476190476,5,"poissonbalanced","mnist","image",0
"997",6,98.5190476190476,6,"poissonbalanced","mnist","image",0
"998",7,98.5873015873016,7,"poissonbalanced","mnist","image",0
"999",8,98.5873015873016,8,"poissonbalanced","mnist","image",0
"1000",9,98.5888888888889,9,"poissonbalanced","mnist","image",0
"1001",0,98.5603174603175,0,"poissonvolume","mnist","image",0
"1002",1,98.5825396825397,1,"poissonvolume","mnist","image",0
"1003",2,98.5507936507937,2,"poissonvolume","mnist","image",0
"1004",3,98.5555555555556,3,"poissonvolume","mnist","image",0
"1005",4,98.5587301587302,4,"poissonvolume","mnist","image",0
"1006",5,98.6,5,"poissonvolume","mnist","image",0
"1007",6,98.5984126984127,6,"poissonvolume","mnist","image",0
"1008",7,98.5174603174603,7,"poissonvolume","mnist","image",0
"1009",8,98.615873015873,8,"poissonvolume","mnist","image",0
"1010",9,98.5666666666667,9,"poissonvolume","mnist","image",0
"1011",0,98.7650793650794,0,"poissonmbo","mnist","image",0
"1012",1,98.7555555555556,1,"poissonmbo","mnist","image",0
"1013",2,98.7015873015873,2,"poissonmbo","mnist","image",0
"1014",3,98.6936507936508,3,"poissonmbo","mnist","image",0
"1015",4,98.6619047619048,4,"poissonmbo","mnist","image",0
"1016",5,98.6698412698413,5,"poissonmbo","mnist","image",0
"1017",6,98.7238095238095,6,"poissonmbo","mnist","image",0
"1018",7,98.5603174603175,7,"poissonmbo","mnist","image",0
"1019",8,98.6380952380952,8,"poissonmbo","mnist","image",0
"1020",9,98.684126984127,9,"poissonmbo","mnist","image",0
"1021",0,98.9761904761905,0,"sparselabelpropagation","mnist","image",0
"1022",1,98.984126984127,1,"sparselabelpropagation","mnist","image",0
"1023",2,98.9222222222222,2,"sparselabelpropagation","mnist","image",0
"1024",3,98.8793650793651,3,"sparselabelpropagation","mnist","image",0
"1025",4,98.9238095238095,4,"sparselabelpropagation","mnist","image",0
"1026",5,98.9968253968254,5,"sparselabelpropagation","mnist","image",0
"1027",6,98.931746031746,6,"sparselabelpropagation","mnist","image",0
"1028",7,98.9285714285714,7,"sparselabelpropagation","mnist","image",0
"1029",8,98.9333333333333,8,"sparselabelpropagation","mnist","image",0
"1030",9,98.9492063492063,9,"sparselabelpropagation","mnist","image",0
"1031",0,98.9253968253968,0,"centeredkernel","mnist","image",0
"1032",1,98.9460317460318,1,"centeredkernel","mnist","image",0
"1033",2,98.8920634920635,2,"centeredkernel","mnist","image",0
"1034",3,99.0460317460317,3,"centeredkernel","mnist","image",0
"1035",4,98.931746031746,4,"centeredkernel","mnist","image",0
"1036",5,98.9904761904762,5,"centeredkernel","mnist","image",0
"1037",6,99.0238095238095,6,"centeredkernel","mnist","image",0
"1038",7,99.0714285714286,7,"centeredkernel","mnist","image",0
"1039",8,98.9380952380952,8,"centeredkernel","mnist","image",0
"1040",9,98.9984126984127,9,"centeredkernel","mnist","image",0
"1041",0,70.5529828384636,0,"laplace","reuters","text",0
"1042",1,68.755107600109,1,"laplace","reuters","text",0
"1043",2,70.3350585671479,2,"laplace","reuters","text",0
"1044",3,68.1558158539908,3,"laplace","reuters","text",0
"1045",4,70.7164260419504,4,"laplace","reuters","text",0
"1046",5,70.0626532280033,5,"laplace","reuters","text",0
"1047",6,70.6074639062926,6,"laplace","reuters","text",0
"1048",7,70.0354126940888,7,"laplace","reuters","text",0
"1049",8,69.7085262871152,8,"laplace","reuters","text",0
"1050",9,69.5995641514574,9,"laplace","reuters","text",0
"1051",0,82.8384636338872,0,"randomwalk","reuters","text",0
"1052",1,82.7022609643149,1,"randomwalk","reuters","text",0
"1053",2,82.5115772269136,2,"randomwalk","reuters","text",0
"1054",3,83.7918823208935,3,"randomwalk","reuters","text",0
"1055",4,83.1653500408608,4,"randomwalk","reuters","text",0
"1056",5,82.8384636338872,5,"randomwalk","reuters","text",0
"1057",6,83.5467175156633,6,"randomwalk","reuters","text",0
"1058",7,82.7295014982294,7,"randomwalk","reuters","text",0
"1059",8,82.8112230999728,8,"randomwalk","reuters","text",0
"1060",9,82.5388177608281,9,"randomwalk","reuters","text",0
"1061",0,70.1988558975756,0,"wnll","reuters","text",0
"1062",1,71.7515663307001,1,"wnll","reuters","text",0
"1063",2,71.0705529828384,2,"wnll","reuters","text",0
"1064",3,70.9071097793517,3,"wnll","reuters","text",0
"1065",4,69.5995641514574,4,"wnll","reuters","text",0
"1066",5,69.2454372105693,5,"wnll","reuters","text",0
"1067",6,70.0626532280033,6,"wnll","reuters","text",0
"1068",7,70.3895396349768,7,"wnll","reuters","text",0
"1069",8,70.7164260419504,8,"wnll","reuters","text",0
"1070",9,70.5257423045492,9,"wnll","reuters","text",0
"1071",0,68.4554617270499,0,"mean_shifted_laplace","reuters","text",0
"1072",1,68.6189049305366,1,"mean_shifted_laplace","reuters","text",0
"1073",2,68.7278670661945,2,"mean_shifted_laplace","reuters","text",0
"1074",3,68.0196131844184,3,"mean_shifted_laplace","reuters","text",0
"1075",4,68.5916643966222,4,"mean_shifted_laplace","reuters","text",0
"1076",5,68.7823481340234,5,"mean_shifted_laplace","reuters","text",0
"1077",6,68.2920185235631,6,"mean_shifted_laplace","reuters","text",0
"1078",7,68.2920185235631,7,"mean_shifted_laplace","reuters","text",0
"1079",8,69.0819940070825,8,"mean_shifted_laplace","reuters","text",0
"1080",9,69.2454372105693,9,"mean_shifted_laplace","reuters","text",0
"1081",0,80.0871697085263,0,"poissonmbo_old","reuters","text",0
"1082",1,80.4685371833288,1,"poissonmbo_old","reuters","text",0
"1083",2,80.9043857259602,2,"poissonmbo_old","reuters","text",0
"1084",3,79.9509670389539,3,"poissonmbo_old","reuters","text",0
"1085",4,79.5968400980659,4,"poissonmbo_old","reuters","text",0
"1086",5,80.0599291746118,5,"poissonmbo_old","reuters","text",0
"1087",6,80.7681830563879,6,"poissonmbo_old","reuters","text",0
"1088",7,79.6513211658949,7,"poissonmbo_old","reuters","text",0
"1089",8,79.8692454372106,8,"poissonmbo_old","reuters","text",0
"1090",9,80.7954235903024,9,"poissonmbo_old","reuters","text",0
"1091",0,80.305093979842,0,"poissonmbobalanced","reuters","text",0
"1092",1,80.2506129120131,1,"poissonmbobalanced","reuters","text",0
"1093",2,80.0326886406974,2,"poissonmbobalanced","reuters","text",0
"1094",3,79.7330427676383,3,"poissonmbobalanced","reuters","text",0
"1095",4,78.9703078180332,4,"poissonmbobalanced","reuters","text",0
"1096",5,79.9237265050395,5,"poissonmbobalanced","reuters","text",0
"1097",6,81.067828929447,6,"poissonmbobalanced","reuters","text",0
"1098",7,80.6592209207301,7,"poissonmbobalanced","reuters","text",0
"1099",8,80.4412966494143,8,"poissonmbobalanced","reuters","text",0
"1100",9,78.9430672841188,9,"poissonmbobalanced","reuters","text",0
"1101",0,50.6673930809044,0,"poisson2","reuters","text",0
"1102",1,51.0215200217924,1,"poisson2","reuters","text",0
"1103",2,50.7218741487333,2,"poisson2","reuters","text",0
"1104",3,50.8308362843912,3,"poisson2","reuters","text",0
"1105",4,50.8308362843912,4,"poisson2","reuters","text",0
"1106",5,50.4494688095887,5,"poisson2","reuters","text",0
"1107",6,47.8616180877145,6,"poisson2","reuters","text",0
"1108",7,47.888858621629,7,"poisson2","reuters","text",0
"1109",8,47.7526559520567,8,"poisson2","reuters","text",0
"1110",9,47.9978207572869,9,"poisson2","reuters","text",0
"1111",0,52.9555979297194,0,"poisson","reuters","text",0
"1112",1,51.348406428766,1,"poisson","reuters","text",0
"1113",2,50.1225824026151,2,"poisson","reuters","text",0
"1114",3,52.0566603105421,3,"poisson","reuters","text",0
"1115",4,50.8580768183056,4,"poisson","reuters","text",0
"1116",5,51.9749387087987,5,"poisson","reuters","text",0
"1117",6,50.9125578861346,6,"poisson","reuters","text",0
"1118",7,52.9828384636339,7,"poisson","reuters","text",0
"1119",8,55.21656224462,8,"poisson","reuters","text",0
"1120",9,50.0408608008717,9,"poisson","reuters","text",0
"1121",0,52.9011168618905,0,"poissonbalanced","reuters","text",0
"1122",1,49.9318986652138,1,"poissonbalanced","reuters","text",0
"1123",2,51.5935712339962,2,"poissonbalanced","reuters","text",0
"1124",3,49.768455461727,3,"poissonbalanced","reuters","text",0
"1125",4,49.8501770634705,4,"poissonbalanced","reuters","text",0
"1126",5,52.0839008444566,5,"poissonbalanced","reuters","text",0
"1127",6,51.9204576409698,6,"poissonbalanced","reuters","text",0
"1128",7,50.3677472078453,7,"poissonbalanced","reuters","text",0
"1129",8,52.2201035140289,8,"poissonbalanced","reuters","text",0
"1130",9,53.1190411332062,9,"poissonbalanced","reuters","text",0
"1131",0,54.7262326341596,0,"poissonvolume","reuters","text",0
"1132",1,55.8703350585671,1,"poissonvolume","reuters","text",0
"1133",2,48.8695178425497,2,"poissonvolume","reuters","text",0
"1134",3,54.2359030236993,3,"poissonvolume","reuters","text",0
"1135",4,52.7921547262326,4,"poissonvolume","reuters","text",0
"1136",5,51.0487605557069,5,"poissonvolume","reuters","text",0
"1137",6,51.9749387087987,6,"poissonvolume","reuters","text",0
"1138",7,50.1498229365296,7,"poissonvolume","reuters","text",0
"1139",8,50.8853173522201,8,"poissonvolume","reuters","text",0
"1140",9,49.9318986652138,9,"poissonvolume","reuters","text",0
"1141",0,82.7567420321438,0,"poissonmbo","reuters","text",0
"1142",1,82.7567420321438,1,"poissonmbo","reuters","text",0
"1143",2,81.9667665486243,2,"poissonmbo","reuters","text",0
"1144",3,82.6205393625715,3,"poissonmbo","reuters","text",0
"1145",4,82.7022609643149,4,"poissonmbo","reuters","text",0
"1146",5,82.593298828657,5,"poissonmbo","reuters","text",0
"1147",6,82.0484881503677,6,"poissonmbo","reuters","text",0
"1148",7,81.421955870335,7,"poissonmbo","reuters","text",0
"1149",8,83.1925905747753,8,"poissonmbo","reuters","text",0
"1150",9,83.6284391174067,9,"poissonmbo","reuters","text",0
"1151",0,83.6556796513212,0,"sparselabelpropagation","reuters","text",0
"1152",1,80.4685371833288,1,"sparselabelpropagation","reuters","text",0
"1153",2,81.1767910651049,2,"sparselabelpropagation","reuters","text",0
"1154",3,80.6319803868156,3,"sparselabelpropagation","reuters","text",0
"1155",4,81.6126396077363,4,"sparselabelpropagation","reuters","text",0
"1156",5,82.3208934895124,5,"sparselabelpropagation","reuters","text",0
"1157",6,80.7954235903024,6,"sparselabelpropagation","reuters","text",0
"1158",7,81.1495505311904,7,"sparselabelpropagation","reuters","text",0
"1159",8,79.896485971125,8,"sparselabelpropagation","reuters","text",0
"1160",9,80.7409425224735,9,"sparselabelpropagation","reuters","text",0
"1161",0,69.5723236175429,0,"centeredkernel","reuters","text",0
"1162",1,69.9809316262599,1,"centeredkernel","reuters","text",0
"1163",2,69.0819940070825,2,"centeredkernel","reuters","text",0
"1164",3,70.280577499319,3,"centeredkernel","reuters","text",0
"1165",4,69.8447289566875,4,"centeredkernel","reuters","text",0
"1166",5,69.4361209479706,5,"centeredkernel","reuters","text",0
"1167",6,70.0081721601743,6,"centeredkernel","reuters","text",0
"1168",7,69.8447289566875,7,"centeredkernel","reuters","text",0
"1169",8,70.5257423045492,8,"centeredkernel","reuters","text",0
"1170",9,68.9457913375102,9,"centeredkernel","reuters","text",0
"1171",0,53.9446509706733,0,"laplace","ohsumed","text",0
"1172",1,55.5555555555556,1,"laplace","ohsumed","text",0
"1173",2,54.1098719537381,2,"laplace","ohsumed","text",0
"1174",3,54.3783560512185,3,"laplace","ohsumed","text",0
"1175",4,54.667492771582,4,"laplace","ohsumed","text",0
"1176",5,54.1098719537381,5,"laplace","ohsumed","text",0
"1177",6,54.7087980173482,6,"laplace","ohsumed","text",0
"1178",7,54.2337876910368,7,"laplace","ohsumed","text",0
"1179",8,53.5315985130112,8,"laplace","ohsumed","text",0
"1180",9,54.9979347377117,9,"laplace","ohsumed","text",0
"1181",0,62.3502684840975,0,"randomwalk","ohsumed","text",0
"1182",1,61.9785212722016,1,"randomwalk","ohsumed","text",0
"1183",2,63.238331268071,2,"randomwalk","ohsumed","text",0
"1184",3,63.5068153655514,3,"randomwalk","ohsumed","text",0
"1185",4,63.0111524163569,4,"randomwalk","ohsumed","text",0
"1186",5,64.3329202808757,5,"randomwalk","ohsumed","text",0
"1187",6,62.7633209417596,6,"randomwalk","ohsumed","text",0
"1188",7,62.7013630731103,7,"randomwalk","ohsumed","text",0
"1189",8,63.610078479967,8,"randomwalk","ohsumed","text",0
"1190",9,63.4655101197852,9,"randomwalk","ohsumed","text",0
"1191",0,54.0479140850888,0,"wnll","ohsumed","text",0
"1192",1,53.2011565468815,1,"wnll","ohsumed","text",0
"1193",2,55.1218504750103,2,"wnll","ohsumed","text",0
"1194",3,53.7794299876084,3,"wnll","ohsumed","text",0
"1195",4,54.0479140850888,4,"wnll","ohsumed","text",0
"1196",5,53.7794299876084,5,"wnll","ohsumed","text",0
"1197",6,54.3370508054523,6,"wnll","ohsumed","text",0
"1198",7,54.5848822800496,7,"wnll","ohsumed","text",0
"1199",8,54.8946716232962,8,"wnll","ohsumed","text",0
"1200",9,54.4609665427509,9,"wnll","ohsumed","text",0
"1201",0,52.4370095002065,0,"mean_shifted_laplace","ohsumed","text",0
"1202",1,53.7381247418422,1,"mean_shifted_laplace","ohsumed","text",0
"1203",2,54.1305245766212,2,"mean_shifted_laplace","ohsumed","text",0
"1204",3,51.941346551012,3,"mean_shifted_laplace","ohsumed","text",0
"1205",4,53.696819496076,4,"mean_shifted_laplace","ohsumed","text",0
"1206",5,53.5315985130112,5,"mean_shifted_laplace","ohsumed","text",0
"1207",6,53.2424617926477,6,"mean_shifted_laplace","ohsumed","text",0
"1208",7,53.4902932672449,7,"mean_shifted_laplace","ohsumed","text",0
"1209",8,53.1391986782321,8,"mean_shifted_laplace","ohsumed","text",0
"1210",9,53.8000826104915,9,"mean_shifted_laplace","ohsumed","text",0
"1211",0,59.7686906237092,0,"poissonmbo_old","ohsumed","text",0
"1212",1,59.6447748864106,1,"poissonmbo_old","ohsumed","text",0
"1213",2,58.6534489880215,2,"poissonmbo_old","ohsumed","text",0
"1214",3,58.6327963651384,3,"poissonmbo_old","ohsumed","text",0
"1215",4,58.5295332507229,4,"poissonmbo_old","ohsumed","text",0
"1216",5,58.7360594795539,5,"poissonmbo_old","ohsumed","text",0
"1217",6,60.2643535729038,6,"poissonmbo_old","ohsumed","text",0
"1218",7,58.7980173482032,7,"poissonmbo_old","ohsumed","text",0
"1219",8,58.4056175134242,8,"poissonmbo_old","ohsumed","text",0
"1220",9,59.727385377943,9,"poissonmbo_old","ohsumed","text",0
"1221",0,58.6534489880215,0,"poissonmbobalanced","ohsumed","text",0
"1222",1,58.7154068566708,1,"poissonmbobalanced","ohsumed","text",0
"1223",2,59.0871540685667,2,"poissonmbobalanced","ohsumed","text",0
"1224",3,59.2523750516316,3,"poissonmbobalanced","ohsumed","text",0
"1225",4,58.3849648905411,4,"poissonmbobalanced","ohsumed","text",0
"1226",5,59.0458488228005,5,"poissonmbobalanced","ohsumed","text",0
"1227",6,58.756712102437,6,"poissonmbobalanced","ohsumed","text",0
"1228",7,58.6534489880215,7,"poissonmbobalanced","ohsumed","text",0
"1229",8,59.5208591491119,8,"poissonmbobalanced","ohsumed","text",0
"1230",9,57.393638992152,9,"poissonmbobalanced","ohsumed","text",0
"1231",0,46.489054109872,0,"poisson2","ohsumed","text",0
"1232",1,45.5596860801322,1,"poisson2","ohsumed","text",0
"1233",2,54.5642296571665,2,"poisson2","ohsumed","text",0
"1234",3,45.4977282114829,3,"poisson2","ohsumed","text",0
"1235",4,50.578273440727,4,"poisson2","ohsumed","text",0
"1236",5,45.6216439487815,5,"poisson2","ohsumed","text",0
"1237",6,56.7534076827757,6,"poisson2","ohsumed","text",0
